original_title,overview,popularity,release_year,emotions,genre_name,overview_length,word_count,excalamation_count
And Then Came Lola,"A talented, but distracted photographer, Lola, on the verge of success in both love and work, could lose it all if she doesn't make it to a crucial meeting on time. But, as usual, Lola is late. With her job and girlfriend on the line, she has three chances to make it right. In a desperate race through the streets and back rooms of San Francisco, time grows short-will Lola make it? Will she come at all? With a pop sensibility that mixes live action, animation and still photography, And Then Came Lola explores love's age old question in a fresh new way, ""If you try, try again, will you finally get it right?"" (Written by M. Siler and E. Seidler)",4.976,2009,uplifting,"Comedy,Drama",3.0,121.0,0.0
The Houseboy,"Distraught after he overhears his two 30-something lovers talking about finding a new ""toy"" to replace him, young Ricky looks for love through a series of random sexual encounters while house-sitting for the couple over the Christmas holidays. Meanwhile, he contemplates suicide. But when Ricky meets a compassionate new friend, he may be experiencing the sparks of real love in this compelling and sexy gay drama.",5.695,2007,uplifting,Drama,0.0,66.0,0.0
The Conrad Boys,"After his mother dies, 19-year-old Charlie Conrad skips college to raise his 9-year-old brother, Ben, in this moving drama. But the heavy responsibility soon causes Charlie to yearn for a normal life. Things start to look up when he embarks on a passionate romance with a free-spirited drifter named Jordan -- until the return of Charlie's estranged father changes everything.",1.705,2006,uplifting,Drama,0.0,60.0,0.0
Hannah Free,"Hannah  and Rachel grew up as little girls in the same small Midwest town, where traditional gender expectations eventually challenge their deep love for one another.",1.734,2009,uplifting,"Drama,Romance",0.0,26.0,0.0
Westler,"Felix from West-Berlin falls in love with Thomas in East-Berlin. At first they keep their relationship going by regular visits from Felix, but the curfew forces him to return every evening. When the East-German authorities become suspicious, Thomas decides to try and flee to the West.",1.633,1985,dark,"Drama,Romance",0.0,46.0,0.0
Clapham Junction,"Set in the Clapham district of south London, England, the film is inspired by true events. The paths of several men intersect during a dramatic thirty-six hours in which their lives are changed forever.",3.95,2007,uplifting,"Drama,TV Movie",0.0,34.0,0.0
Du er ikke alene,"Young teenager Bo is too sensitive for the hothouse atmosphere of a boarding school run by a cold, unfeeling would-be man of the cloth. Lonely and scared, he finds a soulmate in the headmaster's son with whom he forms a bond of friendship... that slowly grows into something more.",6.611,1978,uplifting,"Drama,Romance",0.0,49.0,0.0
Comme un frère,"Sebastien is a small town boy who moves to Paris and begins to explore the gay night life there. When a friend from back home calls to announce he's coming to Paris, Sebastien confronts some unrequited feelings.",3.69,2005,dark,"Drama,Romance",0.0,37.0,0.0
The Kids Are All Right,"Two women, Nic and Jules, brought a son and daughter into the world through artificial insemination. When one of their children reaches age, both kids go behind their mothers' backs to meet with the donor. Life becomes so much more interesting when the father, two mothers and children start to become attached to each other.",9.028,2010,uplifting,"Comedy,Drama",0.0,55.0,0.0
Exposé,A paranoid writer is unable to get started on his second novel. He hires a secretary and then his troubles really begin.,3.346,1976,uplifting,"Thriller,Horror",0.0,22.0,0.0
Longtime Companion,"During the summer of 1981, a group of friends in New York are completely unprepared for the onslaught of AIDS. What starts as a rumor about a mysterious ""gay cancer"" soon turns into a major crisis as, one by one, some of the friends begin to fall ill, leaving the others to panic about who will be next. As death takes its toll, the lives of these friends are forever redefined by an unconditional display of love, hope and courage.",5.727,1989,dark,"Drama,Romance",0.0,80.0,0.0
Boys Life,"Each of the three short films in this collection presents a young gay man at the threshold of adulthood. In ""Pool Days,"" Justin is a 17-year old Bethesda lad, hired as the evening life guard at a fitness center. In the course of the summer, he realizes and embraces that he's gay. In ""A Friend of Dorothy,"" Winston arrives from upstate for his freshman year at NYU. He has to figure out, with some help from Anne, a hometown friend, how to build a social life as a young gay man in the city. In ""The Disco Years,"" Tom looks back on 1978, the year in high school that he came out of the closet after one joyful and several painful encounters",1.69,1994,uplifting,Drama,0.0,122.0,0.0
The War Boys,"David, George, and Greg, best friends since high school, are “The War Boys”. They used to perch on the US-Mexican border, waiting to spot illegal immigrants who were trying to run into the United States. Sometimes, without a thought for the immigrants, the boys chased them across the wasteland and back across the border – just for fun. It was just one of those games boys played to make themselves feel big. But high school’s over now. David is unexpectedly home from his freshman year of college and the War Boys have been reunited.",4.215,2009,uplifting,Drama,0.0,94.0,0.0
Prom Queen: The Marc Hall Story,"Marc Hall, a young man living in Quebec, registers his prom date as per his Catholic school's rules. He is denied his request, because his prom date is a boy. Marc Hall is an openly gay teenager in a very conservative Catholic school. This film documents his struggles (legal, emotional, ethical and personal) to be himself and to live his life the way he deems best. With the help of friends, family and supporters, ""Cinderfella"" makes it to the ball, With his Prince Charming.",3.208,2004,uplifting,"Comedy,Drama",0.0,84.0,0.0
Sex Madness,"A young beauty queen travels to New York to further her modelling career, but contracts syphilis after being tricked into a sexual encounter. She is torn between the prospect of a slow, intensive but proven therapy and a supposed miracle cure.",2.212,1938,uplifting,Drama,0.0,41.0,0.0
La via della prostituzione,"While attempting to interview an elusive gangster, photojournalist Emanuelle notices a man pushing a girl in a wheelchair through the airport. Later, in another country she sees the same man and the girl up and walking. Intrigued, she does a bit of investigating and uncovers an organization dealing in the buying and selling of young women. She goes undercover into the organization but finds that getting out again could cost her her career...and her life.",12.389,1978,calm,Drama,0.0,75.0,0.0
A Prisão,"In a women's prison in Brazil, the inmates are young and beautiful, the warden is a sadist, all but one of the guards are cruel, and the nurse is an incompetent cuckoo. To make it difficult for the inmates to hide contraband, they wear no underwear. They are alternately murderous and orgiastic with each other, and they engage in sex play with some of the guards. The warden pimps out inmates to wealthy lesbians. With the help of the nurse and under the cover of Carnival, three inmates stage an escape. Once out, will they contrive to stay undiscovered, or will their natures guarantee an ill-fated end to their attempt?",3.907,1980,dark,"Crime,Drama",1.0,110.0,0.0
Donne-moi la main,"Quentin and Antoine are 18-year-old twins. Without their father knowing it, they set out on a voyage to Spain, where their mother's funeral is to take place. The two brothers barely knew their mother. Their hitchhiking journey is full of encounters, arguments, reconciliations, and experiences. Their time on the road also reveals their differences, the splits in their attractions, and the confusion of their feelings.",1.973,2008,uplifting,Drama,0.0,65.0,0.0
Ready? OK!,"When 10-year-old Joshua (Lurie Poston) decides to join the cheerleading squad at his Catholic school, he faces an uphill battle -- and opposition from his single mom, Andy (Carrie Preston), who struggles to understand her Hollywood musical- and pom-pom-loving son. With the help of sympathetic neighbor Charlie (Michael Emerson), Andy attempts to embrace her son for who he is, not who she wants him to be. James Vasquez directs this touching comedy.",0.889,2008,uplifting,"Comedy,Family",0.0,72.0,0.0
ラブ・マイ・ライフ,"Ichiko and Eri are two beautiful Japanese university students who are in a lesbian relationship. Ichiko comes out to her father who tells her he is also gay and her mother was a lesbian. Her best friend is gay too, though he has a female who is after him. Their liaison is very intense, but Eri suggests a temporary separation so she can concentrate on her law studies. The break from their affair is difficult for Ichiko to deal with. But Eri soon sorts out her priorities.",3.301,2006,uplifting,"Drama,Romance",0.0,87.0,0.0
Mine vaganti,"Tommaso is the youngest son of the Cantones, a large, traditional southern Italian family operating a pasta-making business since the 1960s. On a trip home from Rome, where he studies literature and lives with his boyfriend, Tommaso decides to tell his parents the truth about himself. But when he is finally ready to come out in front of the entire family, his older brother Antonio ruins his plans.",6.757,2010,uplifting,"Comedy,Drama,Romance",0.0,68.0,0.0
Pornography: A Thriller,A Thriller weaves together three different but curiously related stories centering on the mysterious disappearance of quintessential “boy-next-door” gay porn star Mark Anton.,5.894,2009,uplifting,"Thriller,Mystery",0.0,23.0,0.0
Sex Positive,"Sex Positive explores the life of Richard Berkowitz, a revolutionary gay S&M hustler turned AIDS activist in the 1980s, whose incomparable contribution to the invention of safe sex has never been aptly credited. Mr. Berkowitz emerged from the epicenter of the epidemic demanding a solution to the problem before the outside world would take heed. Now destitute and alone, Mr. Berkowitz tells his story to a world who never wanted to listen.",2.202,2009,uplifting,Documentary,0.0,72.0,0.0
The Business of Fancydancing,"Seymour Polatkin is a successful, gay Indian poet from Spokane who confronts his past when he returns to his childhood home on the reservation to attend the funeral of a dear friend.",3.66,2002,uplifting,"Music,Drama",0.0,32.0,0.0
Doña Herlinda y su hijo,"A manipulative mama deftly manages the life of her homosexual son so that he can have his cake and eat it too. A woman of means, she does this by allowing her son, a doctor, to tryst in her home with his lover. Putting her son's happiness above all else, she then arranges a marriage of convenience to a woman.",1.4,1985,uplifting,"Comedy,Romance",0.0,60.0,0.0
Dream Boy,"The story of Nathan, a young teenager who tries to flourish in a romantic relationship with neighbour Roy. The two young men will have to face the brutal reality of the rural south of the United States in the late 1970s.",8.906,2008,uplifting,"Drama,Romance",0.0,41.0,0.0
Frisk,"A first person narrative of a gay serial killer explores violence, sexuality, and imagination.",2.577,1996,intense,"Drama,Thriller",0.0,14.0,0.0
The Fruit Machine,"Eddie and Michael are two 16-year-old gay friends from Liverpool.  Berated by his father for his camp behavior, Eddie runs away from his Liverpool home and joins Michael, a streetwise hustler, who is also on the run.",2.382,1988,uplifting,Drama,0.0,37.0,0.0
If You Only Knew,A romantic comedy about a young man who fakes homosexuality to draw the interest of a woman. Instead she tries to help him find a date.,1.399,2000,uplifting,"Comedy,Romance",0.0,26.0,0.0
200 American,"Conrad is a gay man living in NYC. He's also CEO of an ad agency and by nature a control freak. Although Conrad is still in love with Martin (his ex), he hires a young Aussie hustler named Tyler, first for a night and then to work for his company. Things get increasingly complicated as Conrad tries to rekindle things with Martin. Meanwhile Tyler (who's daytime name is Ian) falls for Michael his new supervisor",3.327,2003,uplifting,"Drama,Romance",0.0,75.0,0.0
20 Centímetros,"Colloquially-told story of a few days in the life of Marieta, who's saving money for the last operation in her change from man to woman. She works as a prostitute in Madrid and longs for a legitimate job. Whenever she builds up her savings, her housemate and best friend Tomás finds ways to spend, lose, or cost her those funds. She meets Raúl, whom she likes and who likes her; the trouble is he also likes that part of her she wants removed. If that's not enough, she also has narcolepsy, and when she conks out, she dreams of musical-theater numbers in which she's the singing and dancing star. Are these dreams always going to be 20 centimeters out of reach?",2.551,2005,uplifting,"Comedy,Drama",1.0,121.0,0.0
Le hasard fait bien les choses,"Jean-Pierre is a literature professor in Switzerland. Due to the vagarities of Swiss law, he is selected, basically at random, to be the guardian of a parentless teenage boy named Antoine. Conflict comes into the story as Jean-Pierre, who has just accepted a major promotion, must now deal with caring for a teenage boy he doesn't want to care for, as well as handling his own jealous boyfriend. Then his wife steps into the picture. Things get complicated from there as Jean-Pierre tries to get out of his guardianship.",1.447,2002,uplifting,"Comedy,TV Movie",0.0,89.0,0.0
The Event,"An intense relationship drama that takes the form of a mystery, The Event centers around a series of unexplained deaths that occur among the gay community in New York's fashionable Chelsea district. Nick, a district attorney investigating the most recent case, a suspicious apparent suicide, and her interviews with friends and family of the deceased trigger extensive and intricately interwoven flashbacks that reveal surprising facts about the man's life and death.",1.234,2003,dark,"Drama,Thriller",0.0,71.0,0.0
Lie Down With Dogs,Wayward mid-20's NYC gay guy goes to the Pines for a change of pace for the summer.,0.798,1995,intense,"Comedy,Romance",0.0,17.0,0.0
The Naked Civil Servant,"Story of the life of Quentin Crisp, an Englishman who was brave enough to live his life according to his own style even in the hostile days of WW2.",4.17,1975,intense,"Drama,Comedy,TV Movie",0.0,29.0,0.0
Myra Breckinridge,"Myron Breckinridge flies to Europe to get a sex-change operation and is transformed into the beautiful Myra. She travels to Hollywood, meets up with her rich Uncle Buck and, claiming to be Myron's widow, demands money. Instead, Buck gives Myra a job in his acting school. There, Myra meets aspiring actor Rusty and his girlfriend, Mary Ann. With Myra as catalyst, the trio begin to outrageously expand their sexual horizons.",2.843,1970,uplifting,"Comedy,Drama",0.0,70.0,0.0
The Dying Gaul,A grief-stricken screenwriter unknowingly enters a three-way relationship with a woman and her film executive husband - to chilling results.,4.332,2005,calm,Drama,0.0,20.0,0.0
Eduart,"Based on true events, a young man raised in a cruel and oppressive family environment, leaves Albania with the dream of becoming a rock star and living a better life. His reckless character and his youth passions lead him to commit a murder in Athens. Chased by everyone, even by his own self, he is imprisoned under the harshest conditions. With the help of a German doctor, he learns to feel sympathy for others and guilt for his crime. His deep remorse will lead him from darkness to light.",1.677,2006,uplifting,"Drama,Crime",0.0,89.0,0.0
WTC View,Gay man in Soho tries to come to terms with new reality after 9/11.,3.08,2005,calm,Drama,0.0,14.0,0.0
Get Your Stuff,"A wealthy professional gay couple, who wish to adopt children, see their lives turned topsy turvy when they take in two misbehaving brothers.",4.433,2000,uplifting,"Drama,Romance",0.0,23.0,0.0
Broadway Damage,"A quirky, romantic comedy about the complexity and frustration of finding a true love in the gay community. Marc is a struggling actor who finds an apartment in NYC by searching the obituaries. He lives with his out-of-work, eccentric fag-hag Cynthia. His best friend, Robert, is secretly in love with Marc, while Marc falls head over heels for flighty studio musician David. Things heat up as Marc's desire for David keeps him waiting by the phone, while Cynthia gets financially cut off from her rich parents and Robert struggles to express his feelings for Marc.",1.584,1997,uplifting,"Comedy,Drama,Romance",0.0,95.0,0.0
Fashion Victim,"Andrew Cunanan started his murderous spree in Minnesota, continued through Chicago, and despite being the subject of an intense manhunt, was able to kill fashion great Gianni Versace, in Miami, before killing himself.",2.284,2008,dark,Thriller,0.0,33.0,0.0
Forgive and Forget,"David O'Neil, a plasterer and mature student Theo have been best mates for fourteen years and are practically inseparable. However, their friendship has become strained as Theo is about to move in with his long-term girlfriend, photographer Hannah. A raging jealousy awakes in David and he starts scheming to break up the loving couple using Hannah's insecurities against them. When the couple eventually separate David is in a quandary about his next move and is forced to confront his long-hidden homosexuality and feelings towards Theo. Eventually, David decides to reveal his sexual orientation and deep love for Theo very publicly by arranging for them both to appear as guests on Judith Adams' talk-show, ""forgive and forget"", with tragic consequences for their friendship and David's family.",2.668,2000,dark,Drama,0.0,125.0,0.0
Wigstock: The Movie,"The three-decade-old annual Manhattan gathering of drag queens and their fans is portrayed in this colorful documentary. The film concentrates on the spectacle of the event, providing abundant examples of the elaborate costumes, flamboyant wigs, and campy musical performances that characterize the event.",2.578,1995,uplifting,Documentary,0.0,43.0,0.0
The Adjuster,An uptight insurance man and his film-censor wife become a kinky couple's landlords.,3.155,1992,calm,"Drama,Thriller",0.0,13.0,0.0
Freshman Orientation,"A bored college student sees a prime opportunity to score with a hot coed who has made the assumption that he is gay, and he decides to play along when she follows her sorority leader's assignment to seduce then cut loose a series of misfits and losers.",5.752,2004,uplifting,"Comedy,Romance",0.0,47.0,0.0
La caduta degli dei,"In the early days of Nazi Germany, a powerful noble family must adjust to life under the new dictatorship regime.",11.781,1969,intense,"War,Drama",0.0,20.0,0.0
Making Love,A perfect typical LA couple find their happily-ever-after life broken when Zach confronts his long-repressed attraction for other men.,1.916,1982,uplifting,"Drama,Romance",0.0,19.0,0.0
Matrimonium,"In order to win the million dollar payoff from a reality show, straight Malcolm Caulfield must convince his friends and family that he will marry a man. Hilarity ensues.",0.6,2005,uplifting,Comedy,0.0,29.0,0.0
"On the Other Hand, Death","Donald Strachey is a gay private investigator who learns of a local school's decision to chastise a lesbian teacher for speaking openly about her sexuality. Discovering that her home has been vandalized, Donald starts to look into things and discovers there is more going on than appears on the surface.",2.767,2008,uplifting,"Crime,Drama,Thriller,Mystery",0.0,50.0,0.0
Outrageous!,"Gay hair stylist Robin Turner does a lot of work for drag queens, all the while dreaming that he'll someday find the courage to perform in drag himself. When his schizophrenic friend, Liza, turns up looking for a place to stay, he little suspects that she'll be the one to finally motivate him. But over time the two form an increasingly tight bond, Robin helping Liza through an unplanned pregnancy and Liza pushing Robin to develop a successful nightclub act.",2.505,1977,uplifting,Comedy,0.0,80.0,0.0
The Rainbow,"Ken Russell's rather loose adaptation of the last part of D.H. Lawrence's ""The Rainbow"" sees impulsive young Ursula coming of age in pastoral England around the time of the Boer War. At school, she is introduced to lovemaking by a bisexual physical education instructress. While experiencing disillusionment in her first career attempt (teaching), she has an affair with a young Army officer, who wants to marry her. Unable to accept a future of domesticity, she breaks with him, and eventually leaves home in search of her destiny.",1.547,1989,calm,"Action,Drama,Romance",0.0,87.0,0.0
Coup de foudre,"In 1942 in occupied France, a Jewish refugee marries a soldier to escape deportation to Germany. Meanwhile a wealthy art student loses her first husband to a stray Resistance bullet; at the Liberation she meets an actor, gets pregnant, and marries him. Lena and Madeleine meet at their children's school in Lyon in 1952 and the intensity of their relationship strains both their marriages to the breaking point.",2.816,1983,dark,"Drama,War",0.0,68.0,0.0
The Dresser,"In a touring Shakespearean theater group, a backstage hand - the dresser, is devoted to the brilliant but tyrannical head of the company. He struggles to support the deteriorating star as the company struggles to carry on during the London blitz. The pathos of his backstage efforts rival the pathos in the story of Lear and the Fool that is being presented on-stage, as the situation comes to a crisis.",4.383,1983,uplifting,Drama,0.0,70.0,0.0
La notte di San Lorenzo,"The Night of San Lorenzo, the night of the shooting stars, is the night when dreams come true in Italian folklore. In 1944, a group of Italians flee their town after hearing rumours that the Nazis plan to blow it up and that the Americans are about to arrive to liberate them.",4.591,1982,intense,"War,Drama",0.0,52.0,0.0
Pixote: A Lei do Mais Fraco,"10-year-old Pixote endures torture, degradation, and corruption at a local youth detention center where two of its members are murdered by policemen who frame Lilica, a 17-year-old trans hustler. Pixote helps Lilica and three other boys escape and they start to make their living by a life of crime which only escalates to more violence and death.",9.596,1980,dark,"Crime,Drama",0.0,57.0,0.0
Aus dem Leben der Marionetten,"Made during Bergman's tax-related exile in Germany, the film continues the story of Katarina and Peter Egermann, the feuding, childless, professional couple who appear in one episode of ""Scenes From A Marriage."" After Peter perpetrates a horrendous crime in its first scene, the rest of the film consists of a non-linear examination of his motivations, incorporating a police psychological investigation, scenes from the Egermanns' married life, and dream sequences.",4.762,1980,intense,"Drama,TV Movie",0.0,69.0,0.0
Sebastiane,"Rome, AD 303. Emperor Diocletian demotes his favourite, Sebastian, from captain of the palace guard to the rank of common soldier and banishes him to a remote coastal outpost where his fellow soldiers, weakened by their desires, turn to homosexual activities to satisfy their needs. Sebastian becomes the target of lust for the officer Severus, but repeatedly rejects the man's advances. Castigated for his Christian faith, he is tortured, humiliated and ultimately killed.",3.765,1976,uplifting,Drama,0.0,73.0,0.0
Faustrecht der Freiheit,"Fox, a former circus performer, wins the lottery of DM 500,000 and can now have the life and things that he has always wanted. While he wants to climb up the social ladder, it isn't without turmoil, and being torn between his old working class roots, and the shiny new facade of middle class consciousness.",5.012,1975,uplifting,"Drama,Romance",0.0,55.0,0.0
Hardcore,"Leaving behind a hard life with their families, two young girls end up in a brothel, fall in love and support one another against the adversities and violence of the night.",2.811,2004,dark,"Crime,Drama",0.0,31.0,0.0
Pink Narcissus,An erotic poem set in the fantasies of a young male prostitute.,4.614,1971,intense,"Drama,Fantasy",0.0,12.0,0.0
The Secret Diaries of Miss Anne Lister,A lesbian in the 1800s who keeps a detailed account of her life written in coded diaries attempts to live independently while juggling an affair with a married woman.,4.235,2010,uplifting,"Drama,Romance,TV Movie",0.0,29.0,0.0
Valentino,In 1926 the tragic and untimely death of a silent screen actor caused female moviegoers to riot in the streets and in some cases to commit suicide...,5.859,1977,dark,"Drama,History",0.0,27.0,0.0
La Religieuse,"In eighteenth-century France, a girl is forced against her will to take vows as a nun. Three mothers superior treat her in radically different ways, ranging from maternal concern, to sadistic persecution, to lesbian desire.",4.218,1967,dark,Drama,0.0,35.0,0.0
Victim,"In early 1960s London, barrister Melville Farr is on the path to success. With his practice winning cases and a loving marriage to his wife, Farr's career and personal life are nearly idyllic. However, when blackmailers link Farr to a young gay man, everything Farr has worked for is threatened. As it turns out, Farr is a closeted homosexual -- which is problematic, due to Britain's anti-sodomy laws. But instead of giving in, Farr decides to fight.",7.152,1961,uplifting,"Drama,Crime,Thriller",0.0,77.0,0.0
刺青,"When Jade, a web-cam girl, visits Takeko's tattoo studio she becomes entranced with the image of the spider lily and with Takeko as well. In order to get closer to the object of her desire, Jade asks Takeko to give her the same lily tattoo, challenging Takeko's monastic existence and opening up memories which threaten to tear the two women apart.",3.463,2007,intense,"Drama,Romance",0.0,61.0,0.0
Edward II,"England, 14th century. King Edward II falls in love with Piers Gaveston, a young man of humble origins, whom he honors with favors and titles of nobility. The cold and jealous Queen Isabella conspires with the evil Mortimer to get rid of Gaveston, overthrow her husband and take power…",4.121,1991,dark,"History,Romance,Drama",0.0,49.0,0.0
Love Exiled,"On November 4th, 2008, three states - California, Florida and Arizona - voted to amend their constitutions, denying and revoking the rights of same-sex couples to marry. On May 26, 2009, with Canadian allies, gay American families rally at a Vancouver demonstration to protest these amendments that persecute the LGBTQ community. Demonstration organizer Roger Chin relays the California Supreme Court's infamous decision on Prop 8. Subsequent speakers talk about couples living in exile. Weaving elements of public protest and intimate interviews, four families share their stories of how they met, their decision to escape to freedom in Canada, their Canadian experience and their dreams of returning to their home country, family and friends. In the end, the organizer celebrates the freedoms to marry that exists in Canada.",0.6,2010,uplifting,Documentary,0.0,127.0,0.0
The Boy Next Door,"Mark, a 25-year-old male prostitute who suffers from anxiety attacks accidentally runs into the 10-year-old son of one of his clients. When the boy tells him he is looking for his father Mark, taken by surprise, wants nothing to do with him. But while they wait for the client to return Mark realizes that maybe this unexpected guest was exactly what he needed. Over the course of the night this strange new friendship grows and gives both Mark and Justin the courage to overcome their fears and face their own personal demons.",2.386,2008,dark,Drama,0.0,92.0,0.0
Do Começo ao Fim,"Two brothers develop a very close relationship as they are growing up in an idyllic and happy family. When they are young adults their relationship becomes very intimate, romantic, and sexual.",6.496,2009,uplifting,"Romance,Drama",0.0,31.0,0.0
Personal Services,"The story of the rise of a madame of a suburban brothel catering to older men, inspired by the real experiences of Cynthia Payne.  The story follows Christine Painter (Julie Walters) as the down-at-heel waitress who, with the help of prostitute Shirley (Shirley Stelfox) and cross-dressing Wing Commander Morten (Alec McCowen), seeks to up her earnings by turning her suburban home into a brothel. Before long she and her girls are chaining up judges, spanking Generals and attending to the needs of Honourable Members. Christine sees herself as providing a vital service to these harmless pervs and when finally the house is busted and the case comes to court, it's fair to say that the presiding judge isn't unfamiliar with her work.",3.405,1987,uplifting,Comedy,0.0,122.0,0.0
Plan B,Bruno's plan to win back his ex-girlfriend hits a snag when he becomes attracted to her boyfriend.,6.95,2010,intense,"Comedy,Drama,Romance",0.0,17.0,0.0
Between the Boys,"Voyeuristically exploring a relationship between two young men, which falls into the gray area between the sexual experimentation of adolescence and the world of adult emotions, Between the Boys glimpses into one of the few remaining taboos of current times.",1.199,2004,intense,"Drama,Family,Romance",0.0,40.0,0.0
I Shot My Love,"Seventy years after his grandfather escapes from Nazi Germany to Palestine, Israeli documentary director Tomer Heymann returns to the country of his ancestors to present his film ""Paper Dolls"" at the Berlin International Film Festival, and there meets a man who will change his life. This 48-hour love affair, originating in Berghain Panorama Bar, develops into a significant relationship between Tomer and Andreas Merk, a German dancer.",0.6,2009,uplifting,"Documentary,Family",0.0,67.0,0.0
Clandestinos,"Xabi, a troubled boy, meets Iñaki, a member of the terrorist gang ETA who becomes his mentor and ideological inspiration. Some time later, Xabi is arrested for throwing a Molotov cocktail and confined in a juvenile detention center, where he meets Joel, a Mexican, and Driss, a Moroccan, with whom he manages to flee and reach Madrid with the purpose of finding Iñaki and joining the gang.",1.886,2008,dark,"Drama,Thriller",0.0,67.0,0.0
La virgen de los sicarios,"World-weary arthur Fernando has returned to his native Colombia to live out his days in peace.  But Fernando's once-quiet hometown has become a hotbed of violence, drugs and corruption.  On the brink of despair, Fernando meets Alexis, a beautiful but hardened street kid who lives by the rule of the gun.  Together, they forge an unlikely relationship.",10.529,2000,intense,"Crime,Drama,Romance",0.0,57.0,0.0
东宫西宫,A heterosexual Beijing policeman and a young homosexual challenge each other's sexuality.,2.925,1996,intense,Drama,0.0,12.0,0.0
Billy's Dad Is a Fudge-Packer,"In this, her first non acting effort, writer/director Jamie Donahue parodies the 1950's high school educational film.",2.495,2004,uplifting,Comedy,0.0,17.0,0.0
J'ai rêvé sous l'eau,"Antoine, a handsome boy in his 20s, falls for a straight best friend who does not reciprocate, and being a junkie exits the film quite early. Enter a girl, who seems to make him happy again, after he has tried living as a rent boy with men, having some familial, financial difficulties. But the girl is a junkie too.",1.31,2008,uplifting,"Drama,Romance",0.0,59.0,0.0
Greek Pete,"Just as doctors, lawyers and others strive to reach the top of their professions, Greek Pete longs to reach the pinnacle of his. The only difference is that he's a rent boy, and the recognition he seeks is a nod from the World Escort Awards.",2.096,2009,uplifting,"Documentary,Drama",0.0,45.0,0.0
Boy,A poet sells his collection of comic books and action figures in order to afford to hire a male stripper on New Years Eve.,0.6,2009,uplifting,"Comedy,Drama,Romance",0.0,24.0,0.0
ณ ขณะรัก,"Set in Thailand, between April-June 1999, 'A Moment In June' is a story of the fusion of six lives, a song that links them together, a hope of the second chance that might never come and a moment they all need to make a life-changing decision.",0.84,2009,intense,"Romance,Music,Drama",0.0,46.0,0.0
"Hollywood, je t'aime","Recently broken up and barely enduring a dreary winter, gay Parisian Jérôme Beaunez impulsively books a solo Christmas vacation to Los Angeles. While there he meets some colorful locals and pursues a dormant desire to become a movie star - but never can quite put the past behind him. In this meditation on love and narcissism across continents, Jérôme goes far in the sun-drenched City of Angels but ultimately arrives at an old Hollywood maxim: there's no place like home.",2.421,2009,uplifting,"Drama,Romance,Comedy",0.0,80.0,0.0
O Beautiful,"Being gay bashed and left in a corn field in rural America takes an unusual turn when one of the bashers returns with remorse and a secret.  In a unique narrative style O beautiful is the story of a young man who is the victim of a hate crime. Left to suffer in the middle of a cornfield, he is soon helped by one of his attackers. A gripping story of acceptance and tolerance, this story explores the often misunderstood struggles of LGBT youth.",1.233,2002,uplifting,Drama,0.0,84.0,0.0
Anders als die Andern,Conrad Veidt plays a famous musician who is blackmailed for being gay. Eventually he stands trial and is convicted. At the end the film pleads for the abolition of §175 (the paragraph which punishes homosexuality).,1.699,1919,dark,Drama,0.0,35.0,0.0
風と木の詩 SANCTUS－聖なるかな－,"Son of a viscount and a Roma prostitute (both deceased), Serge is intelligent, sweet, talented, and alienated by his family due to his heritage. Upon being sent to his new school, he rooms with Gilbert Cocteau, a gorgeous loner of a boy who sells his body for reasons unknown. Serge's attempts to reach out to Gilbert fail spectacularly, and yet there is something in both of them that attracts them to each other.",2.887,1987,dark,"Animation,Drama,Romance",0.0,73.0,0.0
יפאן יפאן,"Nineteen year old Imri, a handsome ex-soldier, suffers from “Yellow Fever”.  He was born in Israel but yearns to live in Japan.",0.6,2007,calm,Drama,0.0,22.0,0.0
The Watermelon Woman,"Cheryl, a young black lesbian, works a day job in a video store while trying to make a film about a black actress from the 1930s known for playing the stereotypical ""mammy"" roles relegated to black actresses during that period. This was the first feature film directed by an ""out"" black lesbian.",3.116,1996,dark,"Drama,Comedy,Romance",0.0,52.0,0.0
A Very Natural Thing,"When David, an ex-monk still in his twenties meets Mark, he falls hard; soon he's asked Mark if they can live together. Things go well for awhile, and then differences in their definition of ""commitment"" begin to push them apart. Mark wants other sexual adventures, David tries to go along. Can they talk through the crisis in their relationship or is a breakup in the offing? David sees his relationship with Mark as a marriage, so if it ends, can David's heart ever heal?",2.152,1974,uplifting,"Drama,Romance",2.0,84.0,0.0
Blow Job,Andy Warhol directs a single 35-minute shot of a man's face to capture his facial expressions as he receives the sexual act depicted in the title.,3.916,1964,dark,Documentary,0.0,26.0,0.0
Spelen of sterven,"In this short motion picture, schoolboy Kees is intelligent, introvert and sensitive, but gets ridiculed verbally and physically at an all-boys school by mindlessly cocky class mates and even insensitive teachers, especially in gym, where his physical weakness is mercilessly abused to make him a defenceless laughing stock in front of his smirking peers. His awakening sexual interest goes to boys, and in particular to Charel, a beautiful athletic classmate who probably feels an undetermined interest but would never risk admitting (possibly not even to himself) having any gay or bi appreciation, least of all for a 'sissy', and thus remains unresponsive to shy Kees' overtures. When the hunk finally comes over to Kees' place while his parents are away, a desperate disappointment with a tragical twist is in the making…",2.831,1990,uplifting,Drama,0.0,131.0,0.0
Spin the Bottle,"When five childhood friends reunite for a weekend in the country, old jealousies resurface, sexual debauchery ensues, and it quickly becomes clear that time may not heal all wounds...",2.913,2000,uplifting,"Comedy,Drama,Romance",0.0,29.0,0.0
